139B,010E,16B6,9605,0483,8CA9,C726,971F,0B38,1535,4A1B,1A2E,4C9A,16B7,CA8D,1098,C9B4,CA82,
0.0000,-0.1962,-0.0449,0.0000,-0.2713,0.0000,-0.2318,0.0000,0.0000,-0.5516,0.0000,0.0000,0.0000,-0.5031,-0.1572,-0.1071,0.0000,-0.1052,
