139B,010E,16B6,9605,0483,8CA9,C726,971F,1535,4A1B,1A2E,4C9A,C009,0631,CA8D,1098,CA82,C9B4,
-0.1186,-0.0995,-0.0573,0.0000,-0.2055,0.0000,-0.1072,0.0000,-0.1642,-0.2029,-0.0991,-0.0883,-0.0673,-0.1024,0.0000,-0.2829,-0.4323,-0.3261,
