139B,010E,16B6,9605,0483,8CA9,C726,971F,0B38,1535,4A1B,1A2E,4C9A,16B7,CA8D,1098,C9B4,CA82,
-0.1211,-0.1968,-0.0454,0.0000,-0.2718,0.0000,-0.2294,0.0000,-0.1584,-0.5506,-0.1116,-0.0617,0.0000,-0.4996,-0.1577,-0.1078,0.0000,-0.1054,
