139B,010E,16B6,9605,0483,8CA9,C726,971F,0B38,1535,4A1B,1A2E,4C9A,9CA1,16B7,0307,DD12,C009,C7A8,
0.0000,-0.3683,-0.3346,0.0000,0.0000,-0.8392,0.0000,0.0000,-0.0819,-0.2742,-0.4169,-0.1367,0.0000,-0.1667,0.0000,0.0000,-0.1383,-0.8100,-0.1851,
