139B,010E,16B6,9605,0483,8CA9,C726,971F,0B38,1535,4A1B,1A2E,4C9A,16B7,CA8D,1098,C9B4,CA82,
-0.0559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1464,-0.3018,-0.0052,0.0000,0.0000,-0.8798,-0.2751,-0.2910,0.0000,-0.4024,
