139B,010E,16B6,9605,0483,8CA9,C726,971F,0B38,1535,4A1B,1A2E,4C9A,16B7,CA8D,1098,C9B4,CA82,
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0959,-0.4749,0.0000,-0.0287,0.0000,-0.5331,0.0000,0.0000,0.0000,0.0000,
