C726,8CA9,0483,9605,16B6,9CA1,CA8D,1098,C9B4,CA82,139B,1535,0B38,1A2E,010E,971F,16B7,4C9A,4A1B
-0.13869441082896533,-0.1784332951050936,-0.32563008570010393,-0.37368936094989696,-0.12195742338026193,-0.17521652195328632,-0.20730040605133382,-0.16099813260263796,-0.15163560179133687,-0.20733976971066143,0,0,0,0,0,0,0,0,0
