0xedb7c6d7,0x9c9fbaa,0x9eef504,0xe1465e73,MASTER,0x7c99885c,0x9cf74c0,0x9dccde7,0x9bb217b,MASTER_2,0x9d4e324
0.0, 0.0, 0.0, 0.0, 0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0
