C726,8CA9,0483,9605,16B6,9CA1,CA8D,1098,C9B4,CA82,139B,1535,0B38,1A2E,010E,971F,16B7,4C9A,4A1B
-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,-0.0000,0,0,0,0,0,0,0,0,0
